Key,English,ChineseSimplified,ChineseTraditional,Spanish,French,Russian,Portuguese,Japanese,Korean
观战,Spectate,观战,,,,,,試合を見る,게임 시청
Text_Content_20009,Text_Content_20009,Text_Content_20009,,,,,,Text_Content_20009,Text_Content_20009
Text_Content_12018,Text_Content_12018,Text_Content_12018,,,,,,Text_Content_12018,Text_Content_12018
能力,Ability,能力,,,,,,能力,능력
免费领券,Free Voucher,免费领券,,,,,,無料クーポン,무료쿠폰
兑换,Exchange,兑换,,,,,,交換,교환
请选择要游玩的地图,Please select the map you want to play,请选择要游玩的地图,,,,,,プレイしたいマップを選択してください,플레이하고 싶은 맵을 선택해주세요
地图名称一,Name I,地图名称一,,,,,,マップ名 1,지도 이름 1
16,16,16,,,,,,16,16
地图名称二,Name Two,地图名称二,,,,,,マップ名2,지도 이름 2
地图名称三,Name Three,地图名称三,,,,,,マップ名3,지도 이름 3
Text_Content_20033,Text_Content_20033,Text_Content_20033,,,,,,Text_Content_20033,Text_Content_20033
Text_Content_20019,Text_Content_20019,Text_Content_20019,,,,,,Text_Content_20019,Text_Content_20019
Text_Content_20020,Text_Content_20020,Text_Content_20020,,,,,,Text_Content_20020,Text_Content_20020
Text_Content_20014,Text_Content_20014,Text_Content_20014,,,,,,Text_Content_20014,Text_Content_20014
Text_Content_20029,Text_Content_20029,Text_Content_20029,,,,,,Text_Content_20029,Text_Content_20029
Text_Content_20013,Text_Content_20013,Text_Content_20013,,,,,,Text_Content_20013,Text_Content_20013
Text_Content_20012,Text_Content_20012,Text_Content_20012,,,,,,Text_Content_20012,Text_Content_20012
23333333,23333333,23333333,,,,,,23333333,23333333
Text_Content_20015,Text_Content_20015,Text_Content_20015,,,,,,Text_Content_20015,Text_Content_20015
Text_Content_20016,Text_Content_20016,Text_Content_20016,,,,,,Text_Content_20016,Text_Content_20016
Text_Content_20017,Text_Content_20017,Text_Content_20017,,,,,,Text_Content_20017,Text_Content_20017
Text_Content_20018,Text_Content_20018,Text_Content_20018,,,,,,Text_Content_20018,Text_Content_20018
2333333,2333333,2333333,,,,,,2333333,2333333
Text_Content_20021,Text_Content_20021,Text_Content_20021,,,,,,Text_Content_20021,Text_Content_20021
Text_Content_20022,Text_Content_20022,Text_Content_20022,,,,,,Text_Content_20022,Text_Content_20022
Text_Content_20023,Text_Content_20023,Text_Content_20023,,,,,,Text_Content_20023,Text_Content_20023
Text_Content_20024,Text_Content_20024,Text_Content_20024,,,,,,Text_Content_20024,Text_Content_20024
凶手能力装配,Murderer Ability Equipped,凶手能力装配,,,,,,キラーアビリティの集合体,킬러 능력 조립
能力详情,Power details,能力详情,,,,,,機能の詳細,기능 세부정보
装备,Equipment,装备,,,,,,装置,장비
已拥有,Owned,已拥有,,,,,,すでに所有しています,이미 소유함
装备中,Equipped,装备中,,,,,,装備済み,갖추게 하는
能力名称,Ability Name,能力名称,,,,,,アビリティ名,능력 이름
详情描述,Details,详情描述,,,,,,詳細な説明,자세한 설명
金币购买,Coin Purchase,金币购买,,,,,,金貨の購入,금화 구매
钻石购买,Diamond Purchase,钻石购买,,,,,,ダイヤモンドの購入,다이아몬드 구매
Start,Start,Start,,,,,,Start,Start
TownMystory,TownMystory,TownMystory,,,,,,TownMystory,TownMystory
本轮胜利者！,Winner of this round!,本轮胜利者！,,,,,,このラウンドの勝者!,이번 라운드의 승자!
玩家A,Player A,玩家A,,,,,,プレイヤーA,플레이어 A
广告券兑换,Vouchers for Items,广告券兑换,,,,,,広告クーポンの引き換え,광고쿠폰 상환
兑换 奖励,Redeem Rewards,兑换 奖励,,,,,,報酬を引き換える,보상 사용
消耗,Consume,消耗,,,,,,消費する,소비하다
999,999,999,,,,,,999,999
会员特权,Member Privilege,会员特权,,,,,,会員特典,회원 특전
"炫酷红色昵称，与众不同！
每局获得更多金币和经验~","Unique red nickname!
Gain more coins and EXP per game!","炫酷红色昵称，与众不同！
每局获得更多金币和经验~",,,,,,"クールな赤いニックネーム、ユニークです!
各ラウンドでより多くの金貨と経験値を獲得してください~","독특한 빨간색 별명이 멋져요!
매 라운드마다 더 많은 금화와 경험치를 얻으세요~"
233乐园大会员生效期间自动激活,GPark Membership will be activated automatically.,233乐园大会员生效期间自动激活,,,,,,233 パーク メンバーシップは有効期間中に自動的に有効になります。,233 파크 멤버십은 유효기간 동안 자동으로 활성화됩니다.
已激活,Activated,已激活,,,,,,アクティブ化された,활성화됨
超级特权,Super Privilege,超级特权,,,,,,超特権,슈퍼 특권
"凶手概率翻倍，爽快体验~
专属拖尾、武器形象，秀出不同！","Double the Murderer probability, have a great time!
Exclusive trailing, weapon image, showcasing difference!","凶手概率翻倍，爽快体验~
专属拖尾、武器形象，秀出不同！",,,,,,"殺人犯の確率2倍、爽快体験〜
特別な尻尾と武器のイメージが違いを見せつけます!","살인범 확률이 2배로 상쾌한 경험~
독점 꼬리와 무기 이미지로 차이점을 뽐내보세요!"
购买消耗,Purchase Consumption,购买消耗,,,,,,購入消費,구매소비
*1,*1,*1,,,,,,*1,*1
剩余生效时间,Remaining Effective Time,剩余生效时间,,,,,,残り有効時間,남은 유효 시간
一只小猪一只小猪Text,"A Piggy, a Piggy",一只小猪一只小猪Text,,,,,,子豚 子豚テキスト,작은 돼지 작은 돼지텍스트
动作1,Action 1,动作1,,,,,,アクション 1,액션 1
你的身份是1,Your identity is 1.,你的身份是1,,,,,,あなたのアイデンティティは 1,당신의 신분은 1
1参与对局将提升概率1,1 Participating in the match will increase the probability 1,1参与对局将提升概率1,,,,,,1ゲームに参加すると確率が1上がります,1게임에 참여하면 확률이 1씩 증가합니다.
超级特权生效中,Super Privilege is in effect.,超级特权生效中,,,,,,スーパー特権が有効です,슈퍼 특권 적용 중
Detective,Detective,Detective,,,,,,Detective,Detective
Maffia,Maffia,Maffia,,,,,,Maffia,Maffia
Civilian,Civilian,Civilian,,,,,,Civilian,Civilian
成为黑手党的概率1,Mafia Probability 1,成为黑手党的概率1,,,,,,マフィアになる確率1,마피아가 될 확률1
胜利！,Victory!,胜利！,,,,,,勝利！,승리!
失败,Failed,失败,,,,,,失敗,실패하다
You Die,You Die,You Die,,,,,,You Die,You Die
"On behalf of justice, you can't shoot randomly, attacking good people leads to your own death","On behalf of justice, you can't shoot randomly, attacking good people leads to your own death","On behalf of justice, you can't shoot randomly, attacking good people leads to your own death",,,,,,"On behalf of justice, you can't shoot randomly, attacking good people leads to your own death","On behalf of justice, you can't shoot randomly, attacking good people leads to your own death"
Text_Content_20032,Text_Content_20032,Text_Content_20032,,,,,,Text_Content_20032,Text_Content_20032
99.99,99.99,99.99,,,,,,99.99,99.99
0/5,0/5,0/5,,,,,,0/5,0/5
存活经验：+{0}EXP,Survival Experience: +{0}EXP,存活经验：+{0}EXP,,,,,,生存経験: +{0}経験値,생존 경험: +{0}경험치
00:00,00:00,00:00,,,,,,00:00,00:00
身份目标提示放在这里,Identity Target Prompt here,身份目标提示放在这里,,,,,,ID ターゲットのヒントはここに配置されます,ID 타겟 팁은 여기에 있습니다.
1/10,1/10,1/10,,,,,,1/10,1/10
待拾取,To be collected,待拾取,,,,,,迎えに行く,픽업 예정
你的身份是：,Your identity is:,你的身份是：,,,,,,あなたのアイデンティティは次のとおりです。,귀하의 신원은 다음과 같습니다:
身份目标,Identity Goal,身份目标,,,,,,アイデンティティの目標,정체성 목표
活下去,Live,活下去,,,,,,生き続ける,계속 살아
目标1,Goal 1,目标1,,,,,,目標 1,목표 1
目标2,Goal 2,目标2,,,,,,目標2,목표 2
9999999,9999999,9999999,,,,,,9999999,9999999
PlayerName,PlayerName,PlayerName,,,,,,PlayerName,PlayerName
30,30,30,,,,,,30,30
 消灭!, Exterminate!, 消灭!,,,,,, 一掃する！, 닦아라!
Text_Content_11001,Text_Content_11001,Text_Content_11001,,,,,,Text_Content_11001,Text_Content_11001
${this.mYesBtn.text}失败，请重试,"{this.mYesBtn.text} failed, please try again.",${this.mYesBtn.text}失败，请重试,,,,,,${this.mYesBtn.text}失敗しました。もう一度お試しください,${this.mYesBtn.text}실패했습니다. 다시 시도해 주세요.
领取,Receive,领取,,,,,,受け取る,받다
Death :: AI ${ai.aiModel.gameObjectId} 死亡模型 ==== 播放动作 Deathmodel: ${this.deathModelMap.get(ai.aiModel).gameObjectId} ain: ${deathGuid},Death :: AI ${ai.aiModel.gameObjectId} Deathmodel ==== Play Action Deathmodel: ${this.deathModelMap.get(ai.aiModel).gameObjectId} ain: ${deathGuid},Death :: AI ${ai.aiModel.gameObjectId} 死亡模型 ==== 播放动作 Deathmodel: ${this.deathModelMap.get(ai.aiModel).gameObjectId} ain: ${deathGuid},,,,,,Death :: AI${ai.aiModel.gameObjectId} 死のモデル ==== アクションを再生する 死のモデル: ${this.deathModelMap.get(ai.aiModel).gameObjectId} ain: ${deathGuid},Death :: AI ${ai.aiModel.gameObjectId}죽음 모델 ==== 플레이 액션 죽음 모델: ${this.deathModelMap.get(ai.aiModel).gameObjectId} ain: ${deathGuid}
没有传入图片guid,No picture guid passed in.,没有传入图片guid,,,,,,画像ガイドが渡されませんでした,이미지 가이드가 전달되지 않았습니다.
S调用:\n,S-Call: \n,S调用:\n,,,,,,スコール:\n,스콜:\n
========================\nC调用:\n,==========\nC Call:\n,========================\nC调用:\n,,,,,,========================\nC 呼び出し:\n,========================\nC 호출:\n
对局正式开始,Match officially starts,对局正式开始,,,,,,ゲームが正式に始まります,게임이 공식적으로 시작됩니다
玩家购买能力,Player Purchase Ability,玩家购买能力,,,,,,プレイヤーの購買力,플레이어 구매력
玩家个人结算,Player Settlement,玩家个人结算,,,,,,プレイヤー個人の決済,플레이어 개인 정산
大厅按钮点击率,Lobby Button Hits,大厅按钮点击率,,,,,,ロビーボタンのクリック率,로비 버튼 클릭률
抽奖按钮点击率,Lottery button hits,抽奖按钮点击率,,,,,,宝くじボタンのクリック率,복권 버튼 클릭률
点击结算双倍金币,Tap to settle double coins,点击结算双倍金币,,,,,,クリックしてダブルゴールドコインを決済します,더블 골드 코인을 정산하려면 클릭하세요.
游戏结束,Game Over,游戏结束,,,,,,ゲームオーバー,게임 종료
按钮点击事件,Button Tap Event,按钮点击事件,,,,,,ボタンクリックイベント,버튼 클릭 이벤트
玩家开始新手引导,Player starts tutorial,玩家开始新手引导,,,,,,選手が初心者指導を開始,플레이어가 초보자 지도를 시작합니다.
新手引导的第几步,Beginner's Guide,新手引导的第几步,,,,,,初心者指導の最初のステップは何ですか?,초보자 지도를 위한 첫 번째 단계는 무엇입니까?
新手引导事件完成,Beginner's Guide Event Completed,新手引导事件完成,,,,,,新人研修イベントが終了しました,뉴비 온보딩 이벤트 완료
玩家第一轮对局开始,Player's first match starts,玩家第一轮对局开始,,,,,,プレイヤーの最初のラウンドが始まります,플레이어의 첫 번째 라운드가 시작됩니다
玩家关键行为,Key Behavior,玩家关键行为,,,,,,主要選手の行動,주요 플레이어 행동
玩家第一轮结束,Player's first round ends,玩家第一轮结束,,,,,,プレイヤーの最初のラウンドが終了する,플레이어의 첫 번째 라운드가 종료됩니다.
玩家每次点击购买按钮并成功购买物品,Each time a player taps the purchase button and successfully purchases an item,玩家每次点击购买按钮并成功购买物品,,,,,,プレーヤーが購入ボタンをクリックしてアイテムを正常に購入するたび,플레이어가 구매 버튼을 클릭하고 아이템을 성공적으로 구매할 때마다
玩家每次点击装备按钮并成功装备物品,Each time a player taps the equip button and successfully equips an item,玩家每次点击装备按钮并成功装备物品,,,,,,プレイヤーが装備ボタンをクリックしてアイテムの装備に成功するたび,플레이어가 장착 버튼을 클릭하고 아이템을 성공적으로 장착할 때마다
玩家使用快捷短语,Player uses shortcut phrase,玩家使用快捷短语,,,,,,プレイヤーはショートカット フレーズを使用します,플레이어는 단축키 문구를 사용합니다.
玩家选择那张地图,Player selects the map,玩家选择那张地图,,,,,,プレイヤーはどのマップを選択するか,플레이어는 어떤 맵을 선택하는지
玩家使用广告券购买物品,Player uses voucher to purchase item,玩家使用广告券购买物品,,,,,,プレイヤーは広告クーポンを使用してアイテムを購入します,플레이어는 광고 쿠폰을 사용하여 아이템을 구매합니다.
玩家购买大会员礼包,Purchase Premium Membership Pack,玩家购买大会员礼包,,,,,,プレイヤーは高額なメンバーシップ ギフト パックを購入します,플레이어는 큰 멤버십 선물 팩을 구매합니다.
FSM游戏中有玩家离开,A player has left the FSM game.,FSM游戏中有玩家离开,,,,,,FSM ゲームに残ったプレイヤー,FSM 게임에 남은 선수
暂时存储玩家数据1,Store temporarily player data1,暂时存储玩家数据1,,,,,,プレイヤーデータ一時保存1,플레이어 데이터 임시 저장 1
暂时存储玩家数据2,temporarily store player data 2,暂时存储玩家数据2,,,,,,プレイヤーデータ一時保存2,플레이어 데이터 임시 저장 2
FSM游戏结束中有玩家离开,A player has left at the end of the FSM game.,FSM游戏结束中有玩家离开,,,,,,FSM ゲーム終了時にプレイヤーが退場する,FSM 게임이 끝나면 플레이어가 떠납니다.
金币已达上限,Coin limit reached.,金币已达上限,,,,,,ゴールドコインの上限に達しました,금화 한도에 도달했습니다.
有玩家没有成功进入场景，游戏重新开始,"A player failed to enter the scene, the game restarts.",有玩家没有成功进入场景，游戏重新开始,,,,,,プレイヤーがシーンに正常に入ることができなかった場合、ゲームは再開されます。,플레이어가 해당 장면에 성공적으로 입장하지 못하면 게임이 다시 시작됩니다.
玩家,Player,玩家,,,,,,プレーヤー,플레이어
死亡了,Dead,死亡了,,,,,,死んだ,죽은
Camera :: ===== 相机设置1,Camera :: ===== Camera Settings1,Camera :: ===== 相机设置1,,,,,,Camera :: ===== カメラ設定1,Camera :: ===== 카메라 설정 1
Camera :: ===== 相机设置2,Camera :: ===== Camera Settings 2,Camera :: ===== 相机设置2,,,,,,Camera :: ===== カメラ設定2,Camera :: ===== 카메라 설정 2
有玩家进入了道具触发器,A player has entered the item trigger.,有玩家进入了道具触发器,,,,,,プレイヤーがプロップトリガーを入力しました,플레이어가 소품 트리거에 들어갔습니다.
有玩家游戏前离开,Leave before the game,有玩家游戏前离开,,,,,,選手が試合前に退場した,경기 시작 전 퇴장하는 선수
警察留下枪械,Police left guns behind.,警察留下枪械,,,,,,警察が銃器を置き去りにする,경찰은 총기를 남겨둔다
有玩家离开,A player has left.,有玩家离开,,,,,,選手が退場する,선수가 떠난다
找不到玩家信息playerleave,Player information not found: playerleave,找不到玩家信息playerleave,,,,,,プレイヤー情報 playerleave が見つかりません,플레이어 정보 playerleave를 찾을 수 없습니다
玩家不是第一次离开当局游戏,This is not the first time a player has left the game,玩家不是第一次离开当局游戏,,,,,,プレイヤーがゲームから離れたのはこれが初めてではない,선수들이 게임을 떠난 것은 이번이 처음이 아니다.
玩家已经死亡过了,Player is dead,玩家已经死亡过了,,,,,,プレイヤーが死亡しました,플레이어가 사망했습니다
警察或英雄死亡，留下枪械,"Police or hero dies, leaving behind weapons",警察或英雄死亡，留下枪械,,,,,,警官や英雄が銃器を残して死亡,총기를 남겨두고 경찰이나 영웅이 사망함
gameplayerCheck:找不到info,gameplayerCheck:info not found,gameplayerCheck:找不到info,,,,,,gameplayerCheck:情報が見つかりません,게임 플레이 확인:정보를 찾을 수 없습니다
当前死亡总人数,Current total deaths,当前死亡总人数,,,,,,現在の総死者数,현재 총 사망자 수
Death ::当前死亡人数 ${dieNum} 黑手党是否存活 ${spyExist},Death :: Current death toll ${dieNum} Does the Mafia survive ${spyExist},Death ::当前死亡人数 ${dieNum} 黑手党是否存活 ${spyExist},,,,,,死亡::現在の死亡者数${dieNum} マフィアは生き残れるのか ${spyExist},사망::현재 사망자 수${dieNum}마피아는 살아남나요 ${spyExist}
生成保护壳,Generate Shell,生成保护壳,,,,,,保護シェルを生成する,보호 쉘 생성
玩家受到伤害,Player injured,玩家受到伤害,,,,,,プレイヤーがダメージを受ける,플레이어가 피해를 입습니다.
人机受到伤害,Damaged Human Machine,人机受到伤害,,,,,,人間も機械も被害を受ける,인간과 기계가 피해를 입는다
关闭玩家 =====${player.playerId},Close Player =====${player.playerId},关闭玩家 =====${player.playerId},,,,,,プレーヤーを閉じる =====${player.playerId},플레이어 닫기 =====${player.playerId}
confirmTerminator: 警探 AI   ====== ${GameGlobals.policeAi.aiModel.gameObjectId},confirmTerminator: Detective AI ====== ${GameGlobals.policeAi.aiModel.gameObjectId},confirmTerminator: 警探 AI   ====== ${GameGlobals.policeAi.aiModel.gameObjectId},,,,,,confirmTerminator: 探偵AI ====== ${GameGlobals.policeAi.aiModel.gameObjectId},confirmTerminator: 탐정 AI ====== ${GameGlobals.policeAi.aiModel.gameObjectId}
confirmTerminator: 警探 ==== 报错,confirmTerminator: Detective ====,confirmTerminator: 警探 ==== 报错,,,,,,confirmTerminator: 探偵 ==== エラーを報告する,confirmTerminator: 형사 ==== 오류 신고
confirmTerminator: 黑手党 真人 ====== ${GameGlobals.spyPlayer.playerId},confirmTerminator: Mafia Reality ======${GameGlobals.spyPlayer.playerId},confirmTerminator: 黑手党 真人 ====== ${GameGlobals.spyPlayer.playerId},,,,,,confirmTerminator: マフィア ライブ ====== ${GameGlobals.spyPlayer.playerId},confirmTerminator: 마피아 라이브 ====== ${GameGlobals.spyPlayer.playerId}
confirmTerminator: 黑手党 AI   ====== ${GameGlobals.spyAi.aiModel.gameObjectId},confirmTerminator: Mafia AI ======${GameGlobals.spyAi.aiModel.gameObjectId},confirmTerminator: 黑手党 AI   ====== ${GameGlobals.spyAi.aiModel.gameObjectId},,,,,,confirmTerminator: マフィア AI ====== ${GameGlobals.spyAi.aiModel.gameObjectId},confirmTerminator: 마피아 AI ====== ${GameGlobals.spyAi.aiModel.gameObjectId}
confirmTerminator: 黑手党 ==== 报错,confirmTerminator: Mafia ==== Error Reporting,confirmTerminator: 黑手党 ==== 报错,,,,,,confirmTerminator: マフィア ==== エラー報告,confirmTerminator: 마피아 ==== 오류 보고
confirmTerminator: 英雄 真人 ====== ${GameGlobals.heroPlayer.playerId},confirmTerminator: Hero Reality ======${GameGlobals.heroPlayer.playerId},confirmTerminator: 英雄 真人 ====== ${GameGlobals.heroPlayer.playerId},,,,,,confirmTerminator: ヒーローライブ ====== ${GameGlobals.heroPlayer.playerId},confirmTerminator: 영웅 라이브 ====== ${GameGlobals.heroPlayer.playerId}
confirmTerminator: 英雄 AI   ====== ${GameGlobals.heroAi.aiModel.gameObjectId},confirmTerminator: Hero AI ======${GameGlobals.heroAi.aiModel.gameObjectId},confirmTerminator: 英雄 AI   ====== ${GameGlobals.heroAi.aiModel.gameObjectId},,,,,,confirmTerminator: ヒーロー AI ====== ${GameGlobals.heroAi.aiModel.gameObjectId},confirmTerminator: 영웅 AI ====== ${GameGlobals.heroAi.aiModel.gameObjectId}
confirmTerminator: 英雄 ==== 报错,confirmTerminator: Hero ====,confirmTerminator: 英雄 ==== 报错,,,,,,confirmTerminator: ヒーロー ==== エラーを報告する,confirmTerminator: 영웅 ==== 오류 신고
confirmTerminator: 终结者 ==== 没有,confirmTerminator: Terminator ==== None,confirmTerminator: 终结者 ==== 没有,,,,,,confirmTerminator: ターミネータ ==== なし,confirmTerminator: 터미네이터 ==== 없음
leave :: 离线玩家 ==== 终结者,leave :: Offline Players ==== Terminator,leave :: 离线玩家 ==== 终结者,,,,,,leave :: オフラインプレイヤー ==== ターミネーター,leave :: 오프라인 플레이어 ==== 터미네이터
